gvkey,iid,datadate,tic,cusip,conm,cshtrd,prccd,prcod
160329,01,2017/11/07,GOOGL,02079K305,ALPHABET INC,1303523.0000,1052.3900,1049.6500
160329,01,2017/11/08,GOOGL,02079K305,ALPHABET INC,1214458.0000,1058.2900,1050.0500
160329,01,2017/11/09,GOOGL,02079K305,ALPHABET INC,1793882.0000,1047.7200,1048.0000
160329,01,2017/11/10,GOOGL,02079K305,ALPHABET INC,970438.0000,1044.1500,1043.8700
160329,01,2017/11/13,GOOGL,02079K305,ALPHABET INC,940083.0000,1041.2000,1040.8000
160329,01,2017/11/14,GOOGL,02079K305,ALPHABET INC,1049579.0000,1041.6400,1037.7200
160329,01,2017/11/15,GOOGL,02079K305,ALPHABET INC,903823.0000,1036.4100,1035.0000
160329,01,2017/11/16,GOOGL,02079K305,ALPHABET INC,1137569.0000,1048.4700,1038.7500
160329,01,2017/11/17,GOOGL,02079K305,ALPHABET INC,1334171.0000,1035.8900,1049.8000
160329,01,2017/11/20,GOOGL,02079K305,ALPHABET INC,857692.0000,1034.6600,1036.0000
160329,01,2017/11/21,GOOGL,02079K305,ALPHABET INC,1080867.0000,1050.3000,1040.0400
160329,01,2017/11/22,GOOGL,02079K305,ALPHABET INC,726428.0000,1051.9200,1051.1600
160329,01,2017/11/24,GOOGL,02079K305,ALPHABET INC,825369.0000,1056.5200,1054.3900
160329,01,2017/11/27,GOOGL,02079K305,ALPHABET INC,1771183.0000,1072.0100,1058.5700
160329,01,2017/11/28,GOOGL,02079K305,ALPHABET INC,1819336.0000,1063.2900,1073.9900
160329,01,2017/11/29,GOOGL,02079K305,ALPHABET INC,2789533.0000,1037.3800,1056.1800
160329,01,2017/11/30,GOOGL,02079K305,ALPHABET INC,2232482.0000,1036.1700,1039.9400
160329,01,2017/12/01,GOOGL,02079K305,ALPHABET INC,1867088.0000,1025.0700,1030.4100
160329,01,2017/12/04,GOOGL,02079K305,ALPHABET INC,1938233.0000,1011.8700,1027.8000
160329,01,2017/12/05,GOOGL,02079K305,ALPHABET INC,1948970.0000,1019.6000,1010.9900
160329,01,2017/12/06,GOOGL,02079K305,ALPHABET INC,1380665.0000,1032.7200,1016.5200
160329,01,2017/12/07,GOOGL,02079K305,ALPHABET INC,1542074.0000,1044.5700,1036.0700
160329,01,2017/12/08,GOOGL,02079K305,ALPHABET INC,1491994.0000,1049.3800,1051.8100
160329,01,2017/12/11,GOOGL,02079K305,ALPHABET INC,1161981.0000,1051.9700,1051.1100
160329,01,2017/12/12,GOOGL,02079K305,ALPHABET INC,1692799.0000,1048.7700,1050.0000
160329,01,2017/12/13,GOOGL,02079K305,ALPHABET INC,1383935.0000,1051.3900,1052.0800
160329,01,2017/12/14,GOOGL,02079K305,ALPHABET INC,1545568.0000,1057.4700,1055.4900
160329,01,2017/12/15,GOOGL,02079K305,ALPHABET INC,3184555.0000,1072.0000,1063.7800
160329,01,2017/12/18,GOOGL,02079K305,ALPHABET INC,1512241.0000,1085.0900,1076.4500
160329,01,2017/12/19,GOOGL,02079K305,ALPHABET INC,1291608.0000,1079.7800,1083.0200
160329,01,2017/12/20,GOOGL,02079K305,ALPHABET INC,1435721.0000,1073.5600,1080.9200
160329,01,2017/12/21,GOOGL,02079K305,ALPHABET INC,1247608.0000,1070.8500,1075.3900
160329,01,2017/12/22,GOOGL,02079K305,ALPHABET INC,885293.0000,1068.8600,1070.0000
160329,01,2017/12/26,GOOGL,02079K305,ALPHABET INC,918251.0000,1065.8500,1068.6400
160329,01,2017/12/27,GOOGL,02079K305,ALPHABET INC,1115893.0000,1060.2000,1066.6000
160329,01,2017/12/28,GOOGL,02079K305,ALPHABET INC,993945.0000,1055.9500,1062.2500
160329,01,2017/12/29,GOOGL,02079K305,ALPHABET INC,1178433.0000,1053.4000,1055.4900
160329,01,2018/01/02,GOOGL,02079K305,ALPHABET INC,1587358.0000,1073.2100,1053.0200
160329,01,2018/01/03,GOOGL,02079K305,ALPHABET INC,1564410.0000,1091.5200,1073.9300
160329,01,2018/01/04,GOOGL,02079K305,ALPHABET INC,1302470.0000,1095.7600,1097.0900
160329,01,2018/01/05,GOOGL,02079K305,ALPHABET INC,1512493.0000,1110.2900,1103.4500
160329,01,2018/01/08,GOOGL,02079K305,ALPHABET INC,1231344.0000,1114.2100,1111.0000
160329,01,2018/01/09,GOOGL,02079K305,ALPHABET INC,1338828.0000,1112.7900,1118.4400
160329,01,2018/01/10,GOOGL,02079K305,ALPHABET INC,1036362.0000,1110.1400,1107.0000
160329,01,2018/01/11,GOOGL,02079K305,ALPHABET INC,1109701.0000,1112.0500,1112.3100
160329,01,2018/01/12,GOOGL,02079K305,ALPHABET INC,1926815.0000,1130.6500,1110.1000
160329,01,2018/01/16,GOOGL,02079K305,ALPHABET INC,1803008.0000,1130.7000,1140.3100
160329,01,2018/01/17,GOOGL,02079K305,ALPHABET INC,1389212.0000,1139.1000,1136.3600
160329,01,2018/01/18,GOOGL,02079K305,ALPHABET INC,1372015.0000,1135.9700,1139.3500
160329,01,2018/01/19,GOOGL,02079K305,ALPHABET INC,1449097.0000,1143.5000,1138.0300
160329,01,2018/01/22,GOOGL,02079K305,ALPHABET INC,1475670.0000,1164.1600,1143.8200
160329,01,2018/01/23,GOOGL,02079K305,ALPHABET INC,1940085.0000,1176.1700,1170.6200
160329,01,2018/01/24,GOOGL,02079K305,ALPHABET INC,1845809.0000,1171.2900,1184.9800
160329,01,2018/01/25,GOOGL,02079K305,ALPHABET INC,1486658.0000,1182.1400,1180.7100
160329,01,2018/01/26,GOOGL,02079K305,ALPHABET INC,2097874.0000,1187.5600,1187.5300
160329,01,2018/01/29,GOOGL,02079K305,ALPHABET INC,1570320.0000,1186.4800,1188.0000
160329,01,2018/01/30,GOOGL,02079K305,ALPHABET INC,1813553.0000,1177.3700,1177.7200
160329,01,2018/01/31,GOOGL,02079K305,ALPHABET INC,1788813.0000,1182.2200,1183.8100
160329,01,2018/02/01,GOOGL,02079K305,ALPHABET INC,3617850.0000,1181.5900,1175.9900
160329,01,2018/02/02,GOOGL,02079K305,ALPHABET INC,5831818.0000,1119.2000,1127.4200
160329,01,2018/02/05,GOOGL,02079K305,ALPHABET INC,4151504.0000,1062.3900,1100.6100
160329,01,2018/02/06,GOOGL,02079K305,ALPHABET INC,3805467.0000,1084.4300,1033.9800
160329,01,2018/02/07,GOOGL,02079K305,ALPHABET INC,2584451.0000,1055.4100,1084.9700
160329,01,2018/02/08,GOOGL,02079K305,ALPHABET INC,3330234.0000,1007.7100,1059.8700
160329,01,2018/02/09,GOOGL,02079K305,ALPHABET INC,4912365.0000,1046.2700,1025.8800
160329,01,2018/02/12,GOOGL,02079K305,ALPHABET INC,2804888.0000,1054.5600,1056.6700
160329,01,2018/02/13,GOOGL,02079K305,ALPHABET INC,1575967.0000,1054.1400,1050.0000
160329,01,2018/02/14,GOOGL,02079K305,ALPHABET INC,2057532.0000,1072.7000,1054.3200
160329,01,2018/02/15,GOOGL,02079K305,ALPHABET INC,1858866.0000,1091.3600,1083.4500
160329,01,2018/02/16,GOOGL,02079K305,ALPHABET INC,1993147.0000,1095.5000,1093.3800
160329,01,2018/02/20,GOOGL,02079K305,ALPHABET INC,1683724.0000,1103.5900,1092.7600
160329,01,2018/02/21,GOOGL,02079K305,ALPHABET INC,2071384.0000,1113.7500,1109.1000
160329,01,2018/02/22,GOOGL,02079K305,ALPHABET INC,1398673.0000,1109.9000,1119.1700
160329,01,2018/02/23,GOOGL,02079K305,ALPHABET INC,1262837.0000,1128.0900,1118.6600
160329,01,2018/02/26,GOOGL,02079K305,ALPHABET INC,1503166.0000,1143.7000,1131.8600
160329,01,2018/02/27,GOOGL,02079K305,ALPHABET INC,2135306.0000,1117.5100,1143.7000
160329,01,2018/02/28,GOOGL,02079K305,ALPHABET INC,2456040.0000,1103.9200,1122.0000
160329,01,2018/03/01,GOOGL,02079K305,ALPHABET INC,2763443.0000,1071.4100,1109.5400
160329,01,2018/03/02,GOOGL,02079K305,ALPHABET INC,2462459.0000,1084.1400,1057.9800
160329,01,2018/03/05,GOOGL,02079K305,ALPHABET INC,1366391.0000,1094.7600,1078.1300
160329,01,2018/03/06,GOOGL,02079K305,ALPHABET INC,1160359.0000,1100.9000,1102.1030
160329,01,2018/03/07,GOOGL,02079K305,ALPHABET INC,1489488.0000,1115.0400,1092.8200
160329,01,2018/03/08,GOOGL,02079K305,ALPHABET INC,1726412.0000,1129.3800,1117.2000
160329,01,2018/03/09,GOOGL,02079K305,ALPHABET INC,2130889.0000,1160.8400,1139.5000
160329,01,2018/03/12,GOOGL,02079K305,ALPHABET INC,2198182.0000,1165.9300,1165.0500
160329,01,2018/03/13,GOOGL,02079K305,ALPHABET INC,2153897.0000,1139.9100,1171.8300
160329,01,2018/03/14,GOOGL,02079K305,ALPHABET INC,2092946.0000,1148.8900,1145.8000
160329,01,2018/03/15,GOOGL,02079K305,ALPHABET INC,1665598.0000,1150.6100,1149.5700
160329,01,2018/03/16,GOOGL,02079K305,ALPHABET INC,2711479.0000,1134.4200,1155.3500
160329,01,2018/03/19,GOOGL,02079K305,ALPHABET INC,3092245.0000,1100.0700,1117.7600
160329,01,2018/03/20,GOOGL,02079K305,ALPHABET INC,2729342.0000,1095.8000,1098.4000
160329,01,2018/03/21,GOOGL,02079K305,ALPHABET INC,2213051.0000,1094.0000,1092.5700
160329,01,2018/03/22,GOOGL,02079K305,ALPHABET INC,3424001.0000,1053.1500,1080.0100
160329,01,2018/03/23,GOOGL,02079K305,ALPHABET INC,2488884.0000,1026.5500,1051.3700
160329,01,2018/03/26,GOOGL,02079K305,ALPHABET INC,3295560.0000,1054.0900,1050.6000
160329,01,2018/03/27,GOOGL,02079K305,ALPHABET INC,3020932.0000,1006.9400,1063.9000
160329,01,2018/03/28,GOOGL,02079K305,ALPHABET INC,3880265.0000,1005.1800,1001.9100
160329,01,2018/03/29,GOOGL,02079K305,ALPHABET INC,3465316.0000,1037.1400,1011.2100
160329,01,2018/04/02,GOOGL,02079K305,ALPHABET INC,3244444.0000,1012.6300,1027.6200
160329,01,2018/04/03,GOOGL,02079K305,ALPHABET INC,2565399.0000,1018.6800,1016.1500
160329,01,2018/04/04,GOOGL,02079K305,ALPHABET INC,2533032.0000,1029.7100,998.2300
160329,01,2018/04/05,GOOGL,02079K305,ALPHABET INC,1745491.0000,1032.6400,1046.3900
160329,01,2018/04/06,GOOGL,02079K305,ALPHABET INC,2004659.0000,1009.9500,1023.1000
160329,01,2018/04/09,GOOGL,02079K305,ALPHABET INC,1658797.0000,1020.0900,1020.0400
160329,01,2018/04/10,GOOGL,02079K305,ALPHABET INC,1832822.0000,1036.5000,1030.2600
160329,01,2018/04/11,GOOGL,02079K305,ALPHABET INC,1649928.0000,1025.0600,1032.0000
160329,01,2018/04/12,GOOGL,02079K305,ALPHABET INC,1642796.0000,1037.2900,1031.4700
160329,01,2018/04/13,GOOGL,02079K305,ALPHABET INC,1227585.0000,1036.0400,1046.8900
160329,03,2017/11/01,GOOG,02079K107,ALPHABET INC,1371619.0000,1025.5000,1017.2100
160329,03,2017/11/02,GOOG,02079K107,ALPHABET INC,1048584.0000,1025.5800,1021.7600
160329,03,2017/11/03,GOOG,02079K107,ALPHABET INC,1075134.0000,1032.4800,1022.1100
160329,03,2017/11/06,GOOG,02079K107,ALPHABET INC,1124757.0000,1025.9000,1028.9900
160329,03,2017/11/07,GOOG,02079K107,ALPHABET INC,1112123.0000,1033.3300,1027.2700
160329,03,2017/11/08,GOOG,02079K107,ALPHABET INC,1088395.0000,1039.8500,1030.5200
160329,03,2017/11/09,GOOG,02079K107,ALPHABET INC,1244701.0000,1031.2600,1033.9900
160329,03,2017/11/10,GOOG,02079K107,ALPHABET INC,720674.0000,1028.0700,1026.4600
160329,03,2017/11/13,GOOG,02079K107,ALPHABET INC,885565.0000,1025.7500,1023.4200
160329,03,2017/11/14,GOOG,02079K107,ALPHABET INC,958708.0000,1026.0000,1022.5900
160329,03,2017/11/15,GOOG,02079K107,ALPHABET INC,847932.0000,1020.9100,1019.2100
160329,03,2017/11/16,GOOG,02079K107,ALPHABET INC,1129424.0000,1032.5000,1022.5200
160329,03,2017/11/17,GOOG,02079K107,ALPHABET INC,1366936.0000,1019.0900,1034.0100
160329,03,2017/11/20,GOOG,02079K107,ALPHABET INC,898389.0000,1018.3800,1020.2600
160329,03,2017/11/21,GOOG,02079K107,ALPHABET INC,1096161.0000,1034.4900,1023.3100
160329,03,2017/11/22,GOOG,02079K107,ALPHABET INC,746351.0000,1035.9600,1035.0000
160329,03,2017/11/24,GOOG,02079K107,ALPHABET INC,536996.0000,1040.6100,1035.8700
160329,03,2017/11/27,GOOG,02079K107,ALPHABET INC,1307471.0000,1054.2100,1040.0000
160329,03,2017/11/28,GOOG,02079K107,ALPHABET INC,1421027.0000,1047.4100,1055.0900
160329,03,2017/11/29,GOOG,02079K107,ALPHABET INC,2442974.0000,1021.6600,1042.6800
160329,03,2017/11/30,GOOG,02079K107,ALPHABET INC,1723003.0000,1021.4100,1022.3700
160329,03,2017/12/01,GOOG,02079K107,ALPHABET INC,1908962.0000,1010.1700,1015.8000
160329,03,2017/12/04,GOOG,02079K107,ALPHABET INC,1906058.0000,998.6800,1012.6600
160329,03,2017/12/05,GOOG,02079K107,ALPHABET INC,2066247.0000,1005.1500,995.9400
160329,03,2017/12/06,GOOG,02079K107,ALPHABET INC,1258496.0000,1018.3800,1001.5000
160329,03,2017/12/07,GOOG,02079K107,ALPHABET INC,1458145.0000,1030.9300,1020.4300
160329,03,2017/12/08,GOOG,02079K107,ALPHABET INC,1288419.0000,1037.0500,1037.4900
160329,03,2017/12/11,GOOG,02079K107,ALPHABET INC,1190527.0000,1041.1000,1035.5000
160329,03,2017/12/12,GOOG,02079K107,ALPHABET INC,1279511.0000,1040.4800,1039.6300
160329,03,2017/12/13,GOOG,02079K107,ALPHABET INC,1220364.0000,1040.6100,1046.1200
160329,03,2017/12/14,GOOG,02079K107,ALPHABET INC,1558684.0000,1049.1500,1045.0000
160329,03,2017/12/15,GOOG,02079K107,ALPHABET INC,3275091.0000,1064.1900,1054.6100
160329,03,2017/12/18,GOOG,02079K107,ALPHABET INC,1552016.0000,1077.1400,1066.0800
160329,03,2017/12/19,GOOG,02079K107,ALPHABET INC,1307894.0000,1070.6800,1075.2000
160329,03,2017/12/20,GOOG,02079K107,ALPHABET INC,1268285.0000,1064.9500,1071.7800
160329,03,2017/12/21,GOOG,02079K107,ALPHABET INC,986548.0000,1063.6300,1064.9500
160329,03,2017/12/22,GOOG,02079K107,ALPHABET INC,755089.0000,1060.1200,1061.1100
160329,03,2017/12/26,GOOG,02079K107,ALPHABET INC,761097.0000,1056.7400,1058.0700
160329,03,2017/12/27,GOOG,02079K107,ALPHABET INC,1271780.0000,1049.3700,1057.3900
160329,03,2017/12/28,GOOG,02079K107,ALPHABET INC,833011.0000,1048.1400,1051.6000
160329,03,2017/12/29,GOOG,02079K107,ALPHABET INC,886845.0000,1046.4000,1046.7200
160329,03,2018/01/02,GOOG,02079K107,ALPHABET INC,1236401.0000,1065.0000,1048.3400
160329,03,2018/01/03,GOOG,02079K107,ALPHABET INC,1429757.0000,1082.4800,1064.3100
160329,03,2018/01/04,GOOG,02079K107,ALPHABET INC,1002945.0000,1086.4000,1088.0000
160329,03,2018/01/05,GOOG,02079K107,ALPHABET INC,1279990.0000,1102.2300,1094.0000
160329,03,2018/01/08,GOOG,02079K107,ALPHABET INC,1046767.0000,1106.9400,1102.2300
160329,03,2018/01/09,GOOG,02079K107,ALPHABET INC,900089.0000,1106.2600,1109.4000
160329,03,2018/01/10,GOOG,02079K107,ALPHABET INC,1042273.0000,1102.6100,1097.1000
160329,03,2018/01/11,GOOG,02079K107,ALPHABET INC,977727.0000,1105.5200,1106.3000
160329,03,2018/01/12,GOOG,02079K107,ALPHABET INC,1718491.0000,1122.2600,1102.4100
160329,03,2018/01/16,GOOG,02079K107,ALPHABET INC,1566662.0000,1121.7600,1132.5100
160329,03,2018/01/17,GOOG,02079K107,ALPHABET INC,1200476.0000,1131.9800,1126.2200
160329,03,2018/01/18,GOOG,02079K107,ALPHABET INC,1194943.0000,1129.7900,1131.4100
160329,03,2018/01/19,GOOG,02079K107,ALPHABET INC,1390118.0000,1137.5100,1131.8300
160329,03,2018/01/22,GOOG,02079K107,ALPHABET INC,1616120.0000,1155.8100,1137.4900
160329,03,2018/01/23,GOOG,02079K107,ALPHABET INC,1309862.0000,1169.9700,1159.8500
160329,03,2018/01/24,GOOG,02079K107,ALPHABET INC,1382904.0000,1164.2400,1177.3300
160329,03,2018/01/25,GOOG,02079K107,ALPHABET INC,1461518.0000,1170.3700,1172.5300
160329,03,2018/01/26,GOOG,02079K107,ALPHABET INC,1981173.0000,1175.8400,1175.0800
160329,03,2018/01/29,GOOG,02079K107,ALPHABET INC,1337324.0000,1175.5800,1176.4800
160329,03,2018/01/30,GOOG,02079K107,ALPHABET INC,1541771.0000,1163.6900,1167.8300
160329,03,2018/01/31,GOOG,02079K107,ALPHABET INC,1523820.0000,1169.9400,1170.5700
160329,03,2018/02/01,GOOG,02079K107,ALPHABET INC,2380221.0000,1167.7000,1162.6100
160329,03,2018/02/02,GOOG,02079K107,ALPHABET INC,4837979.0000,1111.9000,1122.0000
160329,03,2018/02/05,GOOG,02079K107,ALPHABET INC,3769453.0000,1055.8000,1090.6000
160329,03,2018/02/06,GOOG,02079K107,ALPHABET INC,3432313.0000,1080.6000,1027.1800
160329,03,2018/02/07,GOOG,02079K107,ALPHABET INC,2353003.0000,1048.5800,1081.5400
160329,03,2018/02/08,GOOG,02079K107,ALPHABET INC,2809890.0000,1001.5200,1055.4100
160329,03,2018/02/09,GOOG,02079K107,ALPHABET INC,3503970.0000,1037.7800,1017.2500
160329,03,2018/02/12,GOOG,02079K107,ALPHABET INC,2054002.0000,1051.9400,1048.0000
160329,03,2018/02/13,GOOG,02079K107,ALPHABET INC,1213800.0000,1052.1000,1045.0000
160329,03,2018/02/14,GOOG,02079K107,ALPHABET INC,1547665.0000,1069.7000,1048.9500
160329,03,2018/02/15,GOOG,02079K107,ALPHABET INC,1785552.0000,1089.5200,1079.0700
160329,03,2018/02/16,GOOG,02079K107,ALPHABET INC,1680283.0000,1094.8000,1088.4100
160329,03,2018/02/20,GOOG,02079K107,ALPHABET INC,1389491.0000,1102.4600,1090.5700
160329,03,2018/02/21,GOOG,02079K107,ALPHABET INC,1507152.0000,1111.3400,1106.4700
160329,03,2018/02/22,GOOG,02079K107,ALPHABET INC,1309536.0000,1106.6300,1116.1900
160329,03,2018/02/23,GOOG,02079K107,ALPHABET INC,1190432.0000,1126.7900,1112.6400
160329,03,2018/02/26,GOOG,02079K107,ALPHABET INC,1514920.0000,1143.7500,1127.8000
160329,03,2018/02/27,GOOG,02079K107,ALPHABET INC,1772866.0000,1118.2900,1141.2400
160329,03,2018/02/28,GOOG,02079K107,ALPHABET INC,1873737.0000,1104.7300,1123.0300
160329,03,2018/03/01,GOOG,02079K107,ALPHABET INC,2511872.0000,1069.5200,1107.8700
160329,03,2018/03/02,GOOG,02079K107,ALPHABET INC,2271394.0000,1078.9200,1053.0800
160329,03,2018/03/05,GOOG,02079K107,ALPHABET INC,1141932.0000,1090.9300,1075.1400
160329,03,2018/03/06,GOOG,02079K107,ALPHABET INC,1497087.0000,1095.0600,1099.2200
160329,03,2018/03/07,GOOG,02079K107,ALPHABET INC,1277439.0000,1109.6400,1089.1900
160329,03,2018/03/08,GOOG,02079K107,ALPHABET INC,1393529.0000,1126.0000,1115.3200
160329,03,2018/03/09,GOOG,02079K107,ALPHABET INC,2121425.0000,1160.0400,1136.0000
160329,03,2018/03/12,GOOG,02079K107,ALPHABET INC,2106548.0000,1164.5000,1163.8500
160329,03,2018/03/13,GOOG,02079K107,ALPHABET INC,1874176.0000,1138.1700,1170.0000
160329,03,2018/03/14,GOOG,02079K107,ALPHABET INC,1290638.0000,1149.4900,1145.2100
160329,03,2018/03/15,GOOG,02079K107,ALPHABET INC,1397767.0000,1149.5800,1149.9600
160329,03,2018/03/16,GOOG,02079K107,ALPHABET INC,2614871.0000,1135.7300,1154.1400
160329,03,2018/03/19,GOOG,02079K107,ALPHABET INC,2355186.0000,1099.8200,1120.0100
160329,03,2018/03/20,GOOG,02079K107,ALPHABET INC,1802209.0000,1097.7100,1099.0000
160329,03,2018/03/21,GOOG,02079K107,ALPHABET INC,1878294.0000,1090.8800,1092.7400
160329,03,2018/03/22,GOOG,02079K107,ALPHABET INC,2584639.0000,1049.0800,1081.8800
160329,03,2018/03/23,GOOG,02079K107,ALPHABET INC,2147097.0000,1021.5700,1047.0300
160329,03,2018/03/26,GOOG,02079K107,ALPHABET INC,2593808.0000,1053.2100,1046.0000
160329,03,2018/03/27,GOOG,02079K107,ALPHABET INC,3081612.0000,1005.1000,1063.0000
160329,03,2018/03/28,GOOG,02079K107,ALPHABET INC,3345046.0000,1004.5600,998.0000
160329,03,2018/03/29,GOOG,02079K107,ALPHABET INC,2714402.0000,1031.7900,1011.6300
160329,03,2018/04/02,GOOG,02079K107,ALPHABET INC,2679214.0000,1006.4700,1022.8200
160329,03,2018/04/03,GOOG,02079K107,ALPHABET INC,2271858.0000,1013.4100,1013.9100
160329,03,2018/04/04,GOOG,02079K107,ALPHABET INC,2464418.0000,1025.1400,993.4100
160329,03,2018/04/05,GOOG,02079K107,ALPHABET INC,1345681.0000,1027.8100,1041.3300
160329,03,2018/04/06,GOOG,02079K107,ALPHABET INC,1740896.0000,1007.0400,1020.0000
160329,03,2018/04/09,GOOG,02079K107,ALPHABET INC,1738682.0000,1015.4500,1016.8000
160329,03,2018/04/10,GOOG,02079K107,ALPHABET INC,1983510.0000,1031.6400,1026.4400
160329,03,2018/04/11,GOOG,02079K107,ALPHABET INC,1476133.0000,1019.9700,1027.9900
160329,03,2018/04/12,GOOG,02079K107,ALPHABET INC,1357599.0000,1032.5100,1025.0400
160329,03,2018/04/13,GOOG,02079K107,ALPHABET INC,1175754.0000,1029.2700,1040.8800
170617,01,2017/11/01,FB,30303M102,FACEBOOK INC,37999510.0000,182.6600,182.3600
170617,01,2017/11/02,FB,30303M102,FACEBOOK INC,35448690.0000,178.9200,180.6300
170617,01,2017/11/03,FB,30303M102,FACEBOOK INC,17789310.0000,178.9200,179.2900
170617,01,2017/11/06,FB,30303M102,FACEBOOK INC,13274060.0000,180.1700,178.5600
170617,01,2017/11/07,FB,30303M102,FACEBOOK INC,12895890.0000,180.2500,180.5000
170617,01,2017/11/08,FB,30303M102,FACEBOOK INC,10467000.0000,179.5600,179.7900
170617,01,2017/11/09,FB,30303M102,FACEBOOK INC,12599830.0000,179.3000,178.3100
170617,01,2017/11/10,FB,30303M102,FACEBOOK INC,11058700.0000,178.4600,178.3500
170617,01,2017/11/13,FB,30303M102,FACEBOOK INC,9514524.0000,178.7700,177.5000
170617,01,2017/11/14,FB,30303M102,FACEBOOK INC,9535750.0000,178.0700,178.1300
170617,01,2017/11/15,FB,30303M102,FACEBOOK INC,10220940.0000,177.9500,176.6600
170617,01,2017/11/16,FB,30303M102,FACEBOOK INC,15230070.0000,179.5900,178.7600
170617,01,2017/11/17,FB,30303M102,FACEBOOK INC,13005190.0000,179.0000,179.3000
170617,01,2017/11/20,FB,30303M102,FACEBOOK INC,9579637.0000,178.7400,178.8700
170617,01,2017/11/21,FB,30303M102,FACEBOOK INC,14466710.0000,181.8600,179.1500
170617,01,2017/11/22,FB,30303M102,FACEBOOK INC,10367990.0000,180.8700,181.3000
170617,01,2017/11/24,FB,30303M102,FACEBOOK INC,9426283.0000,182.7800,180.4000
170617,01,2017/11/27,FB,30303M102,FACEBOOK INC,12290390.0000,183.0300,182.5600
170617,01,2017/11/28,FB,30303M102,FACEBOOK INC,14366700.0000,182.4200,183.5100
170617,01,2017/11/29,FB,30303M102,FACEBOOK INC,41867070.0000,175.1300,181.8900
170617,01,2017/11/30,FB,30303M102,FACEBOOK INC,25129620.0000,177.1800,176.8500
170617,01,2017/12/01,FB,30303M102,FACEBOOK INC,19977450.0000,175.1000,176.0300
170617,01,2017/12/04,FB,30303M102,FACEBOOK INC,24420700.0000,171.4700,176.2900
170617,01,2017/12/05,FB,30303M102,FACEBOOK INC,20162370.0000,172.8300,170.4500
170617,01,2017/12/06,FB,30303M102,FACEBOOK INC,20177280.0000,176.0600,172.5000
170617,01,2017/12/07,FB,30303M102,FACEBOOK INC,20326090.0000,180.1400,175.8000
170617,01,2017/12/08,FB,30303M102,FACEBOOK INC,19505890.0000,179.0000,181.5300
170617,01,2017/12/11,FB,30303M102,FACEBOOK INC,13153390.0000,179.0400,179.3000
170617,01,2017/12/12,FB,30303M102,FACEBOOK INC,16785360.0000,176.9600,178.6000
170617,01,2017/12/13,FB,30303M102,FACEBOOK INC,14607730.0000,178.3000,177.3000
170617,01,2017/12/14,FB,30303M102,FACEBOOK INC,13566430.0000,178.3900,178.2900
170617,01,2017/12/15,FB,30303M102,FACEBOOK INC,28450570.0000,180.1800,179.0200
170617,01,2017/12/18,FB,30303M102,FACEBOOK INC,17208480.0000,180.8200,181.0100
170617,01,2017/12/19,FB,30303M102,FACEBOOK INC,14841100.0000,179.5100,179.9500
170617,01,2017/12/20,FB,30303M102,FACEBOOK INC,11841860.0000,177.8900,179.8100
170617,01,2017/12/21,FB,30303M102,FACEBOOK INC,11143880.0000,177.4500,177.9400
170617,01,2017/12/22,FB,30303M102,FACEBOOK INC,8498301.0000,177.2000,177.1400
170617,01,2017/12/26,FB,30303M102,FACEBOOK INC,8872001.0000,175.9900,176.6300
170617,01,2017/12/27,FB,30303M102,FACEBOOK INC,9491241.0000,177.6200,176.5500
170617,01,2017/12/28,FB,30303M102,FACEBOOK INC,12186930.0000,177.9200,177.9500
170617,01,2017/12/29,FB,30303M102,FACEBOOK INC,10220640.0000,176.4600,178.0000
170617,01,2018/01/02,FB,30303M102,FACEBOOK INC,17915900.0000,181.4200,177.6800
170617,01,2018/01/03,FB,30303M102,FACEBOOK INC,16878260.0000,184.6700,181.8800
170617,01,2018/01/04,FB,30303M102,FACEBOOK INC,13863960.0000,184.3300,184.9000
170617,01,2018/01/05,FB,30303M102,FACEBOOK INC,13553640.0000,186.8500,185.5900
170617,01,2018/01/08,FB,30303M102,FACEBOOK INC,17975230.0000,188.2800,187.2000
170617,01,2018/01/09,FB,30303M102,FACEBOOK INC,12358070.0000,187.8700,188.7000
170617,01,2018/01/10,FB,30303M102,FACEBOOK INC,10517270.0000,187.8400,186.9400
170617,01,2018/01/11,FB,30303M102,FACEBOOK INC,8975761.0000,187.7700,188.4000
170617,01,2018/01/12,FB,30303M102,FACEBOOK INC,77429430.0000,179.3700,178.0600
170617,01,2018/01/16,FB,30303M102,FACEBOOK INC,35301770.0000,178.3900,181.5000
170617,01,2018/01/17,FB,30303M102,FACEBOOK INC,27781620.0000,177.6000,179.2600
170617,01,2018/01/18,FB,30303M102,FACEBOOK INC,23244010.0000,179.8000,178.1300
170617,01,2018/01/19,FB,30303M102,FACEBOOK INC,26592440.0000,181.2900,180.8500
170617,01,2018/01/22,FB,30303M102,FACEBOOK INC,21005910.0000,185.3700,180.8000
170617,01,2018/01/23,FB,30303M102,FACEBOOK INC,25535950.0000,189.3500,186.0500
170617,01,2018/01/24,FB,30303M102,FACEBOOK INC,23423200.0000,186.5500,189.8900
170617,01,2018/01/25,FB,30303M102,FACEBOOK INC,17329360.0000,187.4800,187.9500
170617,01,2018/01/26,FB,30303M102,FACEBOOK INC,17423300.0000,190.0000,187.7500
170617,01,2018/01/29,FB,30303M102,FACEBOOK INC,20297330.0000,185.9800,188.7500
170617,01,2018/01/30,FB,30303M102,FACEBOOK INC,20724760.0000,187.1200,183.0100
