gvkey,iid,datadate,tic,cusip,conm,cshtrd,prccd,prcod
170617,01,2018/01/31,FB,30303M102,FACEBOOK INC,36542750.0000,186.8900,188.3700
170617,01,2018/02/01,FB,30303M102,FACEBOOK INC,53938680.0000,193.0900,188.2200
170617,01,2018/02/02,FB,30303M102,FACEBOOK INC,25954720.0000,190.2800,192.0400
170617,01,2018/02/05,FB,30303M102,FACEBOOK INC,32772080.0000,181.2600,186.9300
170617,01,2018/02/06,FB,30303M102,FACEBOOK INC,37640430.0000,185.3100,178.5700
170617,01,2018/02/07,FB,30303M102,FACEBOOK INC,27130700.0000,180.1800,184.1500
170617,01,2018/02/08,FB,30303M102,FACEBOOK INC,38167570.0000,171.5800,181.0100
170617,01,2018/02/09,FB,30303M102,FACEBOOK INC,39826840.0000,176.1100,174.7600
170617,01,2018/02/12,FB,30303M102,FACEBOOK INC,32005590.0000,176.4100,177.0600
170617,01,2018/02/13,FB,30303M102,FACEBOOK INC,21431580.0000,173.1500,175.6200
170617,01,2018/02/14,FB,30303M102,FACEBOOK INC,28852470.0000,179.5200,173.4500
170617,01,2018/02/15,FB,30303M102,FACEBOOK INC,20697440.0000,179.9600,180.5000
170617,01,2018/02/16,FB,30303M102,FACEBOOK INC,20815180.0000,177.3600,178.9900
170617,01,2018/02/20,FB,30303M102,FACEBOOK INC,21037920.0000,176.0100,175.7700
170617,01,2018/02/21,FB,30303M102,FACEBOOK INC,23166300.0000,177.9100,176.7100
170617,01,2018/02/22,FB,30303M102,FACEBOOK INC,17766680.0000,178.9900,178.7000
170617,01,2018/02/23,FB,30303M102,FACEBOOK INC,18811750.0000,183.2900,179.9000
170617,01,2018/02/26,FB,30303M102,FACEBOOK INC,17583030.0000,184.9300,184.5800
170617,01,2018/02/27,FB,30303M102,FACEBOOK INC,15768550.0000,181.4600,184.4500
170617,01,2018/02/28,FB,30303M102,FACEBOOK INC,18613520.0000,178.3200,182.3000
170617,01,2018/03/01,FB,30303M102,FACEBOOK INC,23161610.0000,175.9400,179.0100
170617,01,2018/03/02,FB,30303M102,FACEBOOK INC,19835420.0000,176.6200,173.2900
170617,01,2018/03/05,FB,30303M102,FACEBOOK INC,16098150.0000,180.4000,176.2000
170617,01,2018/03/06,FB,30303M102,FACEBOOK INC,14868900.0000,179.7800,181.7800
170617,01,2018/03/07,FB,30303M102,FACEBOOK INC,19007100.0000,183.7100,178.7400
170617,01,2018/03/08,FB,30303M102,FACEBOOK INC,16920570.0000,182.3400,183.5600
170617,01,2018/03/09,FB,30303M102,FACEBOOK INC,18187880.0000,185.2300,183.9100
170617,01,2018/03/12,FB,30303M102,FACEBOOK INC,15194040.0000,184.7600,185.2300
170617,01,2018/03/13,FB,30303M102,FACEBOOK INC,17873720.0000,181.8800,185.6100
170617,01,2018/03/14,FB,30303M102,FACEBOOK INC,16814350.0000,184.1900,182.6000
170617,01,2018/03/15,FB,30303M102,FACEBOOK INC,15638830.0000,183.8600,183.2400
170617,01,2018/03/16,FB,30303M102,FACEBOOK INC,23699600.0000,185.0900,184.4900
170617,01,2018/03/19,FB,30303M102,FACEBOOK INC,87171850.0000,172.5600,177.0100
170617,01,2018/03/20,FB,30303M102,FACEBOOK INC,129654100.0000,168.1500,167.4700
170617,01,2018/03/21,FB,30303M102,FACEBOOK INC,106166700.0000,169.3900,164.8000
170617,01,2018/03/22,FB,30303M102,FACEBOOK INC,73554350.0000,164.8900,166.1300
170617,01,2018/03/23,FB,30303M102,FACEBOOK INC,53478870.0000,159.3900,165.4400
170617,01,2018/03/26,FB,30303M102,FACEBOOK INC,125971800.0000,160.0600,160.8200
170617,01,2018/03/27,FB,30303M102,FACEBOOK INC,77468330.0000,152.2200,156.3100
170617,01,2018/03/28,FB,30303M102,FACEBOOK INC,59803800.0000,153.0300,151.6500
170617,01,2018/03/29,FB,30303M102,FACEBOOK INC,59266330.0000,159.7900,155.1500
170617,01,2018/04/02,FB,30303M102,FACEBOOK INC,36715460.0000,155.3900,157.8100
170617,01,2018/04/03,FB,30303M102,FACEBOOK INC,42518400.0000,156.1100,156.5500
170617,01,2018/04/04,FB,30303M102,FACEBOOK INC,49542320.0000,155.1000,152.0250
170617,01,2018/04/05,FB,30303M102,FACEBOOK INC,41138460.0000,159.3400,161.5600
170617,01,2018/04/06,FB,30303M102,FACEBOOK INC,41397190.0000,157.2000,157.7300
170617,01,2018/04/09,FB,30303M102,FACEBOOK INC,34671420.0000,157.9300,157.8200
170617,01,2018/04/10,FB,30303M102,FACEBOOK INC,58051080.0000,165.0400,157.9300
170617,01,2018/04/11,FB,30303M102,FACEBOOK INC,56011860.0000,166.3200,165.3600
170617,01,2018/04/12,FB,30303M102,FACEBOOK INC,38195140.0000,163.8700,166.9800
170617,01,2018/04/13,FB,30303M102,FACEBOOK INC,19450140.0000,164.5200,164.5800
184996,01,2017/11/01,TSLA,88160R101,TESLA INC,8242487.0000,321.0800,332.2500
184996,01,2017/11/02,TSLA,88160R101,TESLA INC,19771280.0000,299.2600,300.1300
184996,01,2017/11/03,TSLA,88160R101,TESLA INC,8885933.0000,306.0900,299.5000
184996,01,2017/11/06,TSLA,88160R101,TESLA INC,6480689.0000,302.7800,307.0000
184996,01,2017/11/07,TSLA,88160R101,TESLA INC,5284844.0000,306.0500,301.0200
184996,01,2017/11/08,TSLA,88160R101,TESLA INC,4725355.0000,304.3900,305.5000
184996,01,2017/11/09,TSLA,88160R101,TESLA INC,5440173.0000,302.9900,302.5000
184996,01,2017/11/10,TSLA,88160R101,TESLA INC,4621080.0000,302.9900,302.5000
184996,01,2017/11/13,TSLA,88160R101,TESLA INC,7565242.0000,315.4000,300.1300
184996,01,2017/11/14,TSLA,88160R101,TESLA INC,5661904.0000,308.7000,315.0000
184996,01,2017/11/15,TSLA,88160R101,TESLA INC,5951835.0000,311.3000,306.0100
184996,01,2017/11/16,TSLA,88160R101,TESLA INC,5794409.0000,312.5000,313.9900
184996,01,2017/11/17,TSLA,88160R101,TESLA INC,13720830.0000,315.0500,325.6700
184996,01,2017/11/20,TSLA,88160R101,TESLA INC,8241821.0000,308.7400,313.7900
184996,01,2017/11/21,TSLA,88160R101,TESLA INC,7256381.0000,317.8100,310.8600
184996,01,2017/11/22,TSLA,88160R101,TESLA INC,4913283.0000,312.6000,316.7700
184996,01,2017/11/24,TSLA,88160R101,TESLA INC,3244065.0000,315.5500,313.7900
184996,01,2017/11/27,TSLA,88160R101,TESLA INC,4537779.0000,316.8100,313.2500
184996,01,2017/11/28,TSLA,88160R101,TESLA INC,4941703.0000,317.5500,316.3600
184996,01,2017/11/29,TSLA,88160R101,TESLA INC,8757463.0000,307.5400,317.3000
184996,01,2017/11/30,TSLA,88160R101,TESLA INC,4345434.0000,308.8500,308.5600
184996,01,2017/12/01,TSLA,88160R101,TESLA INC,4286082.0000,306.5300,305.4400
184996,01,2017/12/04,TSLA,88160R101,TESLA INC,5834227.0000,305.2000,306.5000
184996,01,2017/12/05,TSLA,88160R101,TESLA INC,4643708.0000,303.7000,302.0000
184996,01,2017/12/06,TSLA,88160R101,TESLA INC,7184477.0000,313.2600,300.1000
184996,01,2017/12/07,TSLA,88160R101,TESLA INC,4779590.0000,311.2400,312.0000
184996,01,2017/12/08,TSLA,88160R101,TESLA INC,3466088.0000,315.1300,314.6000
184996,01,2017/12/11,TSLA,88160R101,TESLA INC,7926090.0000,328.9100,314.6300
184996,01,2017/12/12,TSLA,88160R101,TESLA INC,8715570.0000,341.0300,330.4500
184996,01,2017/12/13,TSLA,88160R101,TESLA INC,6217701.0000,339.0300,340.9300
184996,01,2017/12/14,TSLA,88160R101,TESLA INC,5792024.0000,337.8900,341.0100
184996,01,2017/12/15,TSLA,88160R101,TESLA INC,6921246.0000,343.4500,342.0400
184996,01,2017/12/18,TSLA,88160R101,TESLA INC,5466546.0000,338.8700,344.9000
184996,01,2017/12/19,TSLA,88160R101,TESLA INC,6820868.0000,331.1000,340.2600
184996,01,2017/12/20,TSLA,88160R101,TESLA INC,5907378.0000,328.9800,332.6900
184996,01,2017/12/21,TSLA,88160R101,TESLA INC,4369994.0000,331.6600,329.5900
184996,01,2017/12/22,TSLA,88160R101,TESLA INC,4207602.0000,325.2000,329.5100
184996,01,2017/12/26,TSLA,88160R101,TESLA INC,4368699.0000,317.2900,323.8300
184996,01,2017/12/27,TSLA,88160R101,TESLA INC,4705084.0000,311.6400,316.0000
184996,01,2017/12/28,TSLA,88160R101,TESLA INC,4306746.0000,315.3600,311.7500
184996,01,2017/12/29,TSLA,88160R101,TESLA INC,3769504.0000,311.3500,316.1800
184996,01,2018/01/02,TSLA,88160R101,TESLA INC,4345615.0000,320.5300,312.0000
184996,01,2018/01/03,TSLA,88160R101,TESLA INC,4438520.0000,317.2500,321.0000
184996,01,2018/01/04,TSLA,88160R101,TESLA INC,9944593.0000,314.6200,312.8700
184996,01,2018/01/05,TSLA,88160R101,TESLA INC,4588728.0000,316.5800,316.6200
184996,01,2018/01/08,TSLA,88160R101,TESLA INC,9832610.0000,336.4100,316.0000
184996,01,2018/01/09,TSLA,88160R101,TESLA INC,7134525.0000,333.6900,335.1600
184996,01,2018/01/10,TSLA,88160R101,TESLA INC,4303053.0000,334.8000,332.2000
184996,01,2018/01/11,TSLA,88160R101,TESLA INC,6640863.0000,337.9500,335.2400
184996,01,2018/01/12,TSLA,88160R101,TESLA INC,4822509.0000,336.2200,338.6300
184996,01,2018/01/16,TSLA,88160R101,TESLA INC,6429234.0000,340.0600,337.5400
184996,01,2018/01/17,TSLA,88160R101,TESLA INC,7092554.0000,347.1600,340.4700
184996,01,2018/01/18,TSLA,88160R101,TESLA INC,5679629.0000,344.5700,345.6700
184996,01,2018/01/19,TSLA,88160R101,TESLA INC,4871181.0000,350.0200,345.0000
184996,01,2018/01/22,TSLA,88160R101,TESLA INC,6199777.0000,351.5600,349.4000
184996,01,2018/01/23,TSLA,88160R101,TESLA INC,5447622.0000,352.7900,360.0000
184996,01,2018/01/24,TSLA,88160R101,TESLA INC,5277386.0000,345.8900,354.5800
184996,01,2018/01/25,TSLA,88160R101,TESLA INC,6725208.0000,337.6400,348.2700
184996,01,2018/01/26,TSLA,88160R101,TESLA INC,4535457.0000,342.8500,341.5000
184996,01,2018/01/29,TSLA,88160R101,TESLA INC,4738208.0000,349.5300,339.8500
184996,01,2018/01/30,TSLA,88160R101,TESLA INC,4710684.0000,345.8200,345.1400
184996,01,2018/01/31,TSLA,88160R101,TESLA INC,6199373.0000,354.3100,347.5100
184996,01,2018/02/01,TSLA,88160R101,TESLA INC,4187440.0000,349.2500,351.0000
184996,01,2018/02/02,TSLA,88160R101,TESLA INC,3696157.0000,343.7500,348.4400
184996,01,2018/02/05,TSLA,88160R101,TESLA INC,4441166.0000,333.1300,337.9700
184996,01,2018/02/06,TSLA,88160R101,TESLA INC,5080032.0000,333.9700,325.2100
184996,01,2018/02/07,TSLA,88160R101,TESLA INC,6729682.0000,345.0000,338.9900
184996,01,2018/02/08,TSLA,88160R101,TESLA INC,10296420.0000,315.2300,343.3100
184996,01,2018/02/09,TSLA,88160R101,TESLA INC,12924430.0000,310.4200,319.9300
184996,01,2018/02/12,TSLA,88160R101,TESLA INC,6224479.0000,315.7300,316.1300
184996,01,2018/02/13,TSLA,88160R101,TESLA INC,4554631.0000,323.6600,315.0200
184996,01,2018/02/14,TSLA,88160R101,TESLA INC,3948077.0000,322.3100,320.8400
184996,01,2018/02/15,TSLA,88160R101,TESLA INC,5909823.0000,334.0650,324.5000
184996,01,2018/02/16,TSLA,88160R101,TESLA INC,5640184.0000,335.4900,332.5000
184996,01,2018/02/20,TSLA,88160R101,TESLA INC,4005962.0000,334.7700,334.4700
184996,01,2018/02/21,TSLA,88160R101,TESLA INC,3207250.0000,333.3000,336.0300
184996,01,2018/02/22,TSLA,88160R101,TESLA INC,6961880.0000,346.1700,335.5300
184996,01,2018/02/23,TSLA,88160R101,TESLA INC,5814177.0000,352.0500,347.8300
184996,01,2018/02/26,TSLA,88160R101,TESLA INC,4334500.0000,357.4200,353.5000
184996,01,2018/02/27,TSLA,88160R101,TESLA INC,4785022.0000,350.9900,356.2500
184996,01,2018/02/28,TSLA,88160R101,TESLA INC,6066044.0000,343.0600,352.5700
184996,01,2018/03/01,TSLA,88160R101,TESLA INC,6872552.0000,330.9300,345.0100
184996,01,2018/03/02,TSLA,88160R101,TESLA INC,5088789.0000,335.1200,326.9800
184996,01,2018/03/05,TSLA,88160R101,TESLA INC,3820702.0000,333.3500,332.3900
184996,01,2018/03/06,TSLA,88160R101,TESLA INC,4236483.0000,328.2000,333.7500
184996,01,2018/03/07,TSLA,88160R101,TESLA INC,5001940.0000,332.3000,325.4400
184996,01,2018/03/08,TSLA,88160R101,TESLA INC,3514367.0000,329.1000,332.8600
184996,01,2018/03/09,TSLA,88160R101,TESLA INC,5502779.0000,327.1700,324.1000
184996,01,2018/03/12,TSLA,88160R101,TESLA INC,8252919.0000,345.5100,328.6100
184996,01,2018/03/13,TSLA,88160R101,TESLA INC,5960636.0000,341.8400,344.9200
184996,01,2018/03/14,TSLA,88160R101,TESLA INC,7952152.0000,326.6300,336.7600
184996,01,2018/03/15,TSLA,88160R101,TESLA INC,6554568.0000,325.6000,329.3800
184996,01,2018/03/16,TSLA,88160R101,TESLA INC,6113365.0000,321.3500,325.9600
184996,01,2018/03/19,TSLA,88160R101,TESLA INC,7467890.0000,313.5600,316.5000
184996,01,2018/03/20,TSLA,88160R101,TESLA INC,4761031.0000,310.5500,314.8700
184996,01,2018/03/21,TSLA,88160R101,TESLA INC,5954247.0000,316.5300,310.2500
184996,01,2018/03/22,TSLA,88160R101,TESLA INC,4924928.0000,309.1000,313.8900
184996,01,2018/03/23,TSLA,88160R101,TESLA INC,6639960.0000,301.5400,311.2500
184996,01,2018/03/26,TSLA,88160R101,TESLA INC,8364937.0000,304.1800,307.3400
184996,01,2018/03/27,TSLA,88160R101,TESLA INC,13787060.0000,279.1800,304.0000
184996,01,2018/03/28,TSLA,88160R101,TESLA INC,20962280.0000,257.7800,264.5800
184996,01,2018/03/29,TSLA,88160R101,TESLA INC,15014440.0000,266.1300,256.4900
184996,01,2018/04/02,TSLA,88160R101,TESLA INC,16093290.0000,252.4800,256.2600
184996,01,2018/04/03,TSLA,88160R101,TESLA INC,18829650.0000,267.5300,269.8200
184996,01,2018/04/04,TSLA,88160R101,TESLA INC,19880180.0000,286.9400,252.7800
184996,01,2018/04/05,TSLA,88160R101,TESLA INC,19025860.0000,305.7200,289.3400
184996,01,2018/04/06,TSLA,88160R101,TESLA INC,13516530.0000,299.3000,301.0000
184996,01,2018/04/09,TSLA,88160R101,TESLA INC,10241410.0000,289.6600,300.3700
184996,01,2018/04/10,TSLA,88160R101,TESLA INC,11017010.0000,304.7000,298.9700
184996,01,2018/04/11,TSLA,88160R101,TESLA INC,7470204.0000,300.9300,300.7400
184996,01,2018/04/12,TSLA,88160R101,TESLA INC,7595525.0000,294.0800,302.3200
184996,01,2018/04/13,TSLA,88160R101,TESLA INC,7319225.0000,300.3400,303.6000
